NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES,SALE_DATE
GRAMERCY                 ,32  HOSPITAL AND HEALTH FACILITIES          ,4,900,18,I1, 227 EAST 19TH   STREET                    ,10003.0,0,1.0,1,"3,663","62,532",1901.0,4, I1 ,0,2013-05-17
GRAMERCY                 ,32  HOSPITAL AND HEALTH FACILITIES          ,4,900,30,I9, 228 EAST 20TH   STREET                    ,10003.0,0,1.0,1,"9,390","9,995",1900.0,4, I9 ,0,2013-05-17
GRAMERCY                 ,32  HOSPITAL AND HEALTH FACILITIES          ,4,900,35,I1, 224 EAST 20TH   STREET                    ,10003.0,0,1.0,1,"4,830","43,400",1901.0,4, I1 ,0,2013-05-17
GRAMERCY                 ,33  EDUCATIONAL FACILITIES                  ,4,871,12,W4, 115 EAST 15TH STREET                      ,10003.0,0,1.0,1,"5,163","15,409",1930.0,4, W4 ,10,2013-06-02
GRAMERCY                 ,33  EDUCATIONAL FACILITIES                  ,4,901,26,W3, 247 EAST 20TH  STREET                     ,10010.0,0,1.0,1,"4,898","27,491",2009.0,4, W3 ,0,2013-06-25
GREENWICH VILLAGE-CENTRAL,01  ONE FAMILY HOMES                        ,1,574,77,S1, 69 WEST 10TH STREET                       ,10011.0,1,1.0,2,874,"2,128",1899.0,1, S1 ,0,2012-05-12
GREENWICH VILLAGE-CENTRAL,01  ONE FAMILY HOMES                        ,1,576,63,S1, 41 WEST 12TH   STREET                     ,10011.0,1,1.0,2,800,"3,075",1901.0,1, S1 ,0,2012-12-29
GREENWICH VILLAGE-CENTRAL,01  ONE FAMILY HOMES                        ,1,576,63,S1, 41 WEST 12TH   STREET                     ,10011.0,1,1.0,2,800,"3,075",1901.0,1, S1 ,0,2012-12-17
GREENWICH VILLAGE-CENTRAL,02  TWO FAMILY HOMES                        ,1,529,54,S2, 25 BLEECKER STREET                        ,10001.0,2,1.0,3,"1,360","2,962",1899.0,1, S2 ,3800000,2013-10-04
GREENWICH VILLAGE-CENTRAL,02  TWO FAMILY HOMES                        ,1,539,36,S2, 157 BLEECKER STREET                       ,10012.0,2,1.0,3,"2,500","5,100",1901.0,1, S2 ,5300000,2012-12-31
GREENWICH VILLAGE-CENTRAL,07  RENTALS - WALKUP APARTMENTS             ,2,537,8,C7, 222-224 THOMPSON STREET                   ,10012.0,32,2.0,34,"4,250","18,360",1900.0,2, C7 ,0,2013-04-16
GREENWICH VILLAGE-CENTRAL,07  RENTALS - WALKUP APARTMENTS             ,2,540,9,C7, 120 MACDOUGAL STREET                      ,10012.0,26,2.0,28,"2,500","13,618",1910.0,2, C7 ,9500000,2012-08-30
GREENWICH VILLAGE-CENTRAL,07  RENTALS - WALKUP APARTMENTS             ,2,552,33,C7, 143 WEST 4TH   STREET                     ,10012.0,11,1.0,12,"2,855","10,570",1900.0,2, C7 ,11325000,2012-08-14
GREENWICH VILLAGE-CENTRAL,07  RENTALS - WALKUP APARTMENTS             ,2,552,34,C7, 145 WEST 4TH   STREET                     ,10012.0,10,1.0,11,"1,636","6,230",1900.0,2, C7 ,0,2012-08-14
GREENWICH VILLAGE-CENTRAL,07  RENTALS - WALKUP APARTMENTS             ,2,557,17,C5, 60 EAST 12TH STREET                       ,10003.0,133,4.0,137,"11,330","124,630",1962.0,2, C5 ,0,2013-06-17
GREENWICH VILLAGE-CENTRAL,07  RENTALS - WALKUP APARTMENTS             ,2B,576,53,C7, 21 WEST 12TH STREET                       ,10011.0,8,1.0,9,"2,662","8,750",1920.0,2, C7 ,7650000,2012-12-17
GREENWICH VILLAGE-CENTRAL,08  RENTALS - ELEVATOR APARTMENTS           ,2,564,11,D5, 52 EAST 13TH   STREET                     ,10003.0,21,6.0,27,"5,170","34,708",1930.0,2, D5 ,0,2013-03-18
GREENWICH VILLAGE-CENTRAL,08  RENTALS - ELEVATOR APARTMENTS           ,2,577,18,D7, 44 WEST 14TH   STREET                     ,10011.0,18,1.0,19,"2,581","13,712",1900.0,2, D7 ,0,2012-11-29
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2A,526,59,S4, 180 BLEECKER STREET                       ,10012.0,4,1.0,5,"1,647","4,064",1900.0,2, S4 ,4225000,2012-11-15
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2A,526,75,S3, 130 WEST HOUSTON STREET                   ,10012.0,3,1.0,4,"1,555","4,183",1900.0,2, S3 ,0,2012-09-15
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2A,529,43,S3, 3 BLEECKER                                ,10012.0,3,1.0,4,"1,000","3,741",1900.0,2, S3 ,3095050,2012-05-11
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2A,529,140,S3, 324 BOWERY                                ,10012.0,3,1.0,4,"1,002","4,009",1920.0,2, S3 ,2834975,2012-05-11
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2A,530,12,S5, 9 GREAT JONES STREET                      ,10012.0,5,1.0,6,"2,600","14,290",1900.0,2, S5 ,0,2013-11-04
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2A,531,44,S3, 54 GREAT JONES STREET                     ,10012.0,3,1.0,4,863,"3,176",1920.0,2, S3 ,0,2013-04-04
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2A,537,29,S4, 532 LA GUARDIA PLACE                      ,10012.0,4,1.0,5,"1,875","7,665",1900.0,2, S4 ,7650000,2012-12-17
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2B,573,53,S9, 17 WEST 9TH STREET                        ,10011.0,5,4.0,9,"2,152","7,915",1900.0,2, S9 ,0,2013-01-25
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2B,574,26,S5, 36 WEST 11TH   STREET                     ,10011.0,6,1.0,7,"2,054","4,791",1900.0,2, S5 ,0,2012-12-14
GREENWICH VILLAGE-CENTRAL,14  RENTALS - 4-10 UNIT                     ,2B,574,63,S5, 37 WEST 10 STREET                         ,10011.0,6,1.0,7,"2,321","6,253",1900.0,2, S5 ,0,2012-12-09
GREENWICH VILLAGE-CENTRAL,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,525,1501,R8, 175 SULLIVAN STREET                       ,10012.0,0,1.0,1,0,0,2002.0,2, R8 ,3300000,2012-10-09
GREENWICH VILLAGE-CENTRAL,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,571,1401,R8, 126 UNIVERSITY PLACE                      ,10003.0,0,1.0,1,0,0,1950.0,2, R8 ,3925000,2012-11-28
GREENWICH VILLAGE-CENTRAL,21  OFFICE BUILDINGS                        ,4,523,46,O9, 625 BROADWAY                              ,10012.0,0,13.0,13,"6,800","78,958",1896.0,4, O9 ,295162,2012-10-23
GREENWICH VILLAGE-CENTRAL,22  STORE BUILDINGS                         ,4,522,31,K9, 167 CROSBY STREET                         ,10012.0,0,4.0,4,"2,952","7,898",1900.0,4, K9 ,650000,2012-12-28
GREENWICH VILLAGE-CENTRAL,22  STORE BUILDINGS                         ,4,543,42,K4, 150 WEST 4TH   STREET                     ,10012.0,2,1.0,3,"1,763","2,481",1950.0,4, K4 ,1050000,2013-12-02
GREENWICH VILLAGE-CENTRAL,22  STORE BUILDINGS                         ,4,562,27,K2, 795 BROADWAY                              ,10003.0,0,2.0,2,"1,875","3,524",1927.0,4, K2 ,5000035,2012-01-08
GREENWICH VILLAGE-CENTRAL,23  LOFT BUILDINGS                          ,4,521,11,L3, 32 BLEECKER STREET                        ,10012.0,0,1.0,1,"10,840","61,217",1920.0,4, L3 ,45000000,2012-06-12
GREENWICH VILLAGE-CENTRAL,26  OTHER HOTELS                            ,4,530,19,H9, 25 GREAT JONES STREET                     ,10012.0,0,1.0,1,"5,134","34,220",1930.0,4, H9 ,0,2013-03-28
GREENWICH VILLAGE-CENTRAL,26  OTHER HOTELS                            ,4,564,45,H9, 132 4 AVENUE                              ,10003.0,0,7.0,7,"10,764","88,211",1910.0,4, H9 ,101000000,2013-09-04
GREENWICH VILLAGE-CENTRAL,28  COMMERCIAL CONDOS                       ,4,531,1026,R5, 692 BROADWAY                              ,10012.0,0,1.0,1,0,0,1912.0,4, R5 ,0,2012-12-15
GREENWICH VILLAGE-CENTRAL,28  COMMERCIAL CONDOS                       ,4,531,1029,R5, 692 BROADWAY                              ,10012.0,0,1.0,1,0,0,1912.0,4, R5 ,1280000,2012-03-08
GREENWICH VILLAGE-CENTRAL,28  COMMERCIAL CONDOS                       ,4,531,1033,R5, 692 BROADWAY                              ,10012.0,0,1.0,1,0,0,1912.0,4, R5 ,1325000,2012-06-09
GREENWICH VILLAGE-CENTRAL,28  COMMERCIAL CONDOS                       ,4,538,1001,R5, 58 WASHINGTON SQUARE SO                   ,10012.0,0,1.0,1,0,0,2010.0,4, R5 ,10394900,2012-08-22
GREENWICH VILLAGE-CENTRAL,29  COMMERCIAL GARAGES                      ,4,530,62,G2, 8 BOND STREET                             ,10012.0,1,2.0,3,"6,477","8,988",1940.0,4, G2 ,0,2013-07-31
GREENWICH VILLAGE-CENTRAL,29  COMMERCIAL GARAGES                      ,4,570,11,G1, 12 EAST 13TH   STREET                     ,10003.0,0,2.0,2,"6,157","45,032",1930.0,4, G1 ,32146000,2012-05-12
GREENWICH VILLAGE-CENTRAL,35  INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,556,68,P1, 119-125 EAST 11TH STREET                  ,10003.0,0,1.0,1,"9,000","26,574",1920.0,4, P1 ,0,2013-09-01
GREENWICH VILLAGE-WEST   ,01  ONE FAMILY HOMES                        ,1,588,3,S1, 86 BEDFORD STREET                         ,10014.0,1,1.0,2,"1,700","3,864",1890.0,1, S1 ,0,2013-08-04
GREENWICH VILLAGE-WEST   ,01  ONE FAMILY HOMES                        ,1,613,49,S1, 208 WEST 11TH STREET                      ,10014.0,1,1.0,2,"1,062","3,040",1910.0,1, S1 ,6150000,2013-01-05
GREENWICH VILLAGE-WEST   ,01  ONE FAMILY HOMES                        ,1,623,17,S1, 405 BLEECKER STREET                       ,10014.0,1,1.0,2,"1,046","3,200",1899.0,1, S1 ,0,2012-12-18
GREENWICH VILLAGE-WEST   ,02  TWO FAMILY HOMES                        ,1,527,91,S2, 27 DOWNING STREET                         ,10014.0,2,1.0,3,"1,750","4,850",1899.0,1, S2 ,7275000,2013-05-04
GREENWICH VILLAGE-WEST   ,02  TWO FAMILY HOMES                        ,1,615,4,B1, 307 WEST 4TH   STREET                     ,10014.0,2,1.0,2,"1,440","3,710",1899.0,1, B1 ,12500000,2013-05-22
GREENWICH VILLAGE-WEST   ,02  TWO FAMILY HOMES                        ,1,619,51,S2, 335 BLEECKER STREET                       ,10014.0,2,1.0,3,997,"2,661",1900.0,1, S2 ,0,2013-06-25
GREENWICH VILLAGE-WEST   ,02  TWO FAMILY HOMES                        ,1,619,52,S2, 341 BLEECKER STREET                       ,10014.0,2,1.0,3,651,"1,371",1901.0,1, S2 ,0,2013-06-25
GREENWICH VILLAGE-WEST   ,02  TWO FAMILY HOMES                        ,1,623,16,S2, 285 WEST 11TH STREET                      ,10014.0,2,1.0,3,"1,129","4,111",1910.0,1, S2 ,0,2012-12-26
GREENWICH VILLAGE-WEST   ,02  TWO FAMILY HOMES                        ,1,625,5,S2, 807 GREENWICH STREET                      ,10014.0,2,1.0,3,"1,071","3,600",1899.0,1, S2 ,0,2012-08-10
GREENWICH VILLAGE-WEST   ,02  TWO FAMILY HOMES                        ,1,625,42,S2, 15 8 AVENUE                               ,10014.0,2,1.0,3,840,"2,400",1920.0,1, S2 ,3500000,2013-03-06
GREENWICH VILLAGE-WEST   ,02  TWO FAMILY HOMES                        ,1,627,14,S2, 639 HUDSON STREET                         ,10014.0,2,1.0,3,"1,300","3,110",1899.0,1, S2 ,0,2012-08-10
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,527,72,C7, 228 BLEECKER STREET                       ,10014.0,25,3.0,28,"3,500","16,205",1900.0,2, C7 ,18700000,2012-12-17
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,603,65,C7, 455 HUDSON STREET                         ,10014.0,39,2.0,41,"5,000","21,732",1920.0,2, C7 ,5400000,2012-09-24
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,610,64,C7, 9 CHRISTOPHER STREET                      ,10014.0,13,2.0,15,"3,465","13,500",1940.0,2, C7 ,12000000,2012-05-12
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,611,24,C7, 196 WAVERLY PLACE                         ,10014.0,24,1.0,25,"4,237","17,166",1900.0,2, C7 ,0,2012-09-17
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,614,56,C7, 2 BANK STREET                             ,10014.0,20,2.0,22,"3,870","17,733",1926.0,2, C7 ,8499562,2013-08-03
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,619,83,C7, 89 CHRISTOPHER STREET                     ,10014.0,20,2.0,22,"2,400","10,950",1910.0,2, C7 ,13500000,2013-06-25
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,619,83,C7, 89 CHRISTOPHER STREET                     ,10014.0,20,2.0,22,"2,400","10,950",1910.0,2, C7 ,0,2012-12-19
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,619,83,C7, 89 CHRISTOPHER STREET                     ,10014.0,20,2.0,22,"2,400","10,950",1910.0,2, C7 ,6500000,2012-12-19
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,619,84,C7, 91 CHRISTOPHER STREET                     ,10014.0,20,2.0,22,"2,400","10,950",1910.0,2, C7 ,0,2013-06-25
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2,619,84,C7, 91 CHRISTOPHER STREET                     ,10014.0,20,2.0,22,"2,400","10,950",1910.0,2, C7 ,0,2012-12-19
GREENWICH VILLAGE-WEST   ,07  RENTALS - WALKUP APARTMENTS             ,2B,640,56,C4, 328 WEST 12TH   STREET                    ,10014.0,8,2.0,10,"1,018","5,090",1900.0,2, C4 ,0,2013-05-23
GREENWICH VILLAGE-WEST   ,08  RENTALS - ELEVATOR APARTMENTS           ,2,614,61,D8, 201 WEST 11TH   STREET                    ,10014.0,42,8.0,50,"7,800","38,478",1920.0,2, D8 ,48000000,2012-12-13
GREENWICH VILLAGE-WEST   ,14  RENTALS - 4-10 UNIT                     ,2A,527,88,S3, 21 DOWNING STREET                         ,10014.0,3,1.0,4,"1,138","3,636",1900.0,2, S3 ,5300000,2013-06-28
GREENWICH VILLAGE-WEST   ,14  RENTALS - 4-10 UNIT                     ,2A,527,88,S3, 21 DOWNING STREET                         ,10014.0,3,1.0,4,"1,138","3,636",1900.0,2, S3 ,5544000,2012-09-24
GREENWICH VILLAGE-WEST   ,14  RENTALS - 4-10 UNIT                     ,2A,588,24,S3, 306 BLEECKER STREET                       ,10014.0,3,1.0,4,"2,400","3,360",1940.0,2, S3 ,0,2012-12-21
GREENWICH VILLAGE-WEST   ,14  RENTALS - 4-10 UNIT                     ,2A,588,66,S9, 316 BLEEKER STREET                        ,10014.0,3,2.0,5,648,"2,148",1910.0,2, S9 ,0,2013-04-01
GREENWICH VILLAGE-WEST   ,14  RENTALS - 4-10 UNIT                     ,2A,589,3,S3, 241 BLEECKER STREET                       ,10014.0,3,1.0,4,"2,092","4,667",1920.0,2, S3 ,0,2013-03-18
GREENWICH VILLAGE-WEST   ,14  RENTALS - 4-10 UNIT                     ,2A,619,50,S9, 329 BLEECKER STREET                       ,10014.0,4,2.0,6,"1,320","3,705",1905.0,2, S9 ,18842000,2013-06-25
GREENWICH VILLAGE-WEST   ,14  RENTALS - 4-10 UNIT                     ,2A,626,47,S4, 35 JANE STREET                            ,10014.0,4,1.0,5,"2,200","5,924",1915.0,2, S4 ,0,2012-12-20
GREENWICH VILLAGE-WEST   ,14  RENTALS - 4-10 UNIT                     ,2A,626,47,S4, 35 JANE STREET                            ,10014.0,4,1.0,5,"2,200","5,924",1915.0,2, S4 ,0,2012-12-19
GREENWICH VILLAGE-WEST   ,22  STORE BUILDINGS                         ,4,587,56,K2, 74 7 AVENUE SOUTH                         ,10014.0,0,1.0,1,795,"1,600",1910.0,4, K2 ,6000000,2013-05-22
GREENWICH VILLAGE-WEST   ,22  STORE BUILDINGS                         ,4,601,4,K1, 357 WEST STREET                           ,10014.0,0,1.0,1,"2,790",960,1920.0,4, K1 ,0,2013-12-06
GREENWICH VILLAGE-WEST   ,22  STORE BUILDINGS                         ,4,611,38,K1, 130 7 AVENUE                              ,10011.0,0,4.0,4,"2,910","3,075",1920.0,4, K1 ,6232930,2012-12-17
GREENWICH VILLAGE-WEST   ,22  STORE BUILDINGS                         ,4,611,38,K1, 130 7 AVENUE                              ,10011.0,0,4.0,4,"2,910","3,075",1920.0,4, K1 ,0,2012-12-17
GREENWICH VILLAGE-WEST   ,22  STORE BUILDINGS                         ,4,613,53,K1, 192 7 AVENUE SOUTH                        ,10014.0,0,2.0,2,"1,875","1,875",1915.0,4, K1 ,4100000,2013-07-02
GREENWICH VILLAGE-WEST   ,22  STORE BUILDINGS                         ,4,633,37,K9, 703 WASHINGTON ST                         ,10014.0,0,6.0,6,"8,250","10,152",1940.0,4, K9 ,38806000,2012-09-25
GREENWICH VILLAGE-WEST   ,22  STORE BUILDINGS                         ,4,644,64,K1, 69 GANSEVOORT                             ,10014.0,1,1.0,2,"2,020","2,950",1940.0,4, K1 ,0,2012-10-22
GREENWICH VILLAGE-WEST   ,26  OTHER HOTELS                            ,4,625,39,H9, 21 8 AVENUE                               ,10014.0,0,1.0,1,757,"2,460",1900.0,4, H9 ,3600000,2013-08-02
GREENWICH VILLAGE-WEST   ,26  OTHER HOTELS                            ,4,625,43,H9, 13 8 AVENUE                               ,10014.0,0,2.0,2,500,"1,359",1901.0,4, H9 ,0,2013-08-02
GREENWICH VILLAGE-WEST   ,27  FACTORIES                               ,4,601,10,F5, 156 LEROY STREET                          ,10014.0,0,1.0,1,"5,000","6,875",1920.0,4, F5 ,0,2013-12-06
GREENWICH VILLAGE-WEST   ,29  COMMERCIAL GARAGES                      ,4,601,8,G9, 359 WEST STREET                           ,10014.0,0,1.0,1,"9,985","12,517",1920.0,4, G9 ,0,2013-12-06
GREENWICH VILLAGE-WEST   ,29  COMMERCIAL GARAGES                      ,4,633,10,G1, 332 WEST 11TH   STREET                    ,10014.0,0,1.0,1,"5,121","24,840",1905.0,4, G1 ,0,2012-10-10
GREENWICH VILLAGE-WEST   ,31  COMMERCIAL VACANT LAND                  ,4,646,19,V1, 437 WEST 13TH STREET                      ,10014.0,0,1.0,1,"15,147",0,1937.0,4, V1 ,81000000,2012-12-31
GREENWICH VILLAGE-WEST   ,31  COMMERCIAL VACANT LAND                  ,4,646,20,V1, 439-447 WEST 13TH   STREET                ,10014.0,0,1.0,1,"12,566",0,1935.0,4, V1 ,0,2012-12-31
HARLEM-CENTRAL           ,01  ONE FAMILY HOMES                        ,1,1908,133,S1, 273 LENOX AVENUE                          ,10027.0,1,1.0,2,"1,275","3,970",1909.0,1, S1 ,1700000,2013-06-19
HARLEM-CENTRAL           ,01  ONE FAMILY HOMES                        ,1,1940,29,S1, 2280 ADAM C POWELL BLVD                   ,10030.0,1,1.0,2,"1,197","5,272",1910.0,1, S1 ,990000,2012-11-29
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1724,103,C4, 326 LENOX AVENUE                          ,10027.0,8,1.0,9,"1,238","5,070",1909.0,2, C4 ,0,2013-04-15
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1735,36,C7, 2254 5 AVENUE                             ,10037.0,16,2.0,18,"3,125","12,622",1920.0,2, C7 ,3370000,2013-02-28
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1745,71,C7, 1469-1471 FIFTH AVENUE                    ,10035.0,23,3.0,26,"5,555","23,310",1921.0,2, C7 ,3050000,2013-07-03
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1749,64,C7, 14 EAST 125 STREET                        ,10035.0,8,2.0,10,"4,445","14,664",1900.0,2, C7 ,1850000,2013-07-02
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1750,25,C7," 61 EAST 125TH STREET,                     ",10035.0,7,1.0,8,"1,682","6,048",1930.0,2, C7 ,3150000,2012-12-13
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1750,26,C7, 63 EAST 125 STREET                        ,10035.0,12,2.0,14,"3,314","11,920",1930.0,2, C7 ,0,2012-12-13
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1829,1,C7, 2090 8TH AVENUE                           ,10026.0,13,3.0,16,"2,542","11,615",1900.0,2, C7 ,6420000,2012-11-19
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1829,2,C7, 2092 8 AVENUE                             ,10026.0,13,1.0,14,"2,500","9,640",1900.0,2, C7 ,0,2012-11-19
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1831,43,C7, 220 WEST 116 STREET                       ,10026.0,35,6.0,41,"10,647","46,080",1910.0,2, C7 ,8800000,2012-08-11
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1907,61,C7, 170 WEST 123RD STREET                     ,10027.0,13,2.0,15,"3,850","20,145",1910.0,2, C7 ,3500000,2012-08-27
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1916,30,C7, 423 LENOX AVENUE                          ,10037.0,9,1.0,10,"1,875","7,395",1910.0,2, C7 ,5250000,2013-07-29
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1916,36,C7, 439 LENOX AVENUE                          ,10037.0,22,2.0,24,"3,750","15,615",1910.0,2, C7 ,0,2013-07-29
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1918,1,C7, 2261 SEVENTH AVENUE                       ,10030.0,8,2.0,10,"1,869","8,845",1910.0,2, C7 ,6750000,2012-08-14
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1918,4,C7, 2267 SEVENTH AVENUE                       ,10030.0,8,1.0,9,"1,875","7,625",1926.0,2, C7 ,0,2012-08-14
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1918,61,C7, 2271 SEVENTH AVENUE                       ,10030.0,17,2.0,19,"3,746","15,000",1926.0,2, C7 ,0,2012-08-14
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1918,63,C7, 2269 SEVENTH AVENUE                       ,10030.0,8,1.0,9,"1,879","7,985",1926.0,2, C7 ,0,2012-08-14
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1924,3,C7, 2194 8TH AVE                              ,10026.0,8,2.0,10,"2,000","7,715",1910.0,2, C7 ,3050000,2013-02-05
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1927,4,C7, 2264 FREDERICK DOUGLASS B                 ,10027.0,9,1.0,10,"2,500","8,750",1910.0,2, C7 ,2525000,2012-10-18
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1927,64,C7, 2266 FREDRICK DOUGLASS BL                 ,10027.0,9,1.0,10,"2,500","7,750",1910.0,2, C7 ,0,2012-10-18
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1938,31,C7, 2248 7TH AVENUE                           ,10027.0,8,1.0,9,"2,500","9,400",1910.0,2, C7 ,1650000,2013-03-20
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1939,33,C7, 2270 ADAM C POWELL BLVD                   ,10030.0,8,1.0,9,"1,600","6,355",1910.0,2, C7 ,1190000,2012-02-11
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1942,29,C7, 201 WEST 136TH                            ,10030.0,9,1.0,10,"3,242","14,355",1910.0,2, C7 ,2000000,2012-04-12
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1958,15,C7, 2445 FREDERICK DOUGLAS BO                 ,10027.0,39,1.0,40,"9,590","38,343",1901.0,2, C7 ,0,2013-07-05
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1958,20,C7, 2455 8TH AVENUE                           ,10027.0,7,1.0,8,"2,525","8,460",1901.0,2, C7 ,1650000,2013-03-20
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2007,1,C7, 145 WEST 138 STREET                       ,10030.0,13,1.0,14,"2,500","11,382",1915.0,2, C7 ,2750000,2013-08-07
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2030,27,C7, 203 WEST 144TH STREET                     ,10030.0,28,2.0,30,"4,996","21,678",1921.0,2, C7 ,5000000,2013-07-26
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2035,1,C7, 2802 FREDRICK DOUGLASS BL                 ,10039.0,538,12.0,550,"150,322","436,115",1928.0,2, C7 ,55000000,2013-06-27
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2038,9,C7, 67 MACOMBS PLACE                          ,10039.0,34,5.0,39,"6,675","28,630",1920.0,2, C7 ,0,2013-06-27
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2047,21,C7, 242 BRADHURST AVENUE                      ,10039.0,35,1.0,36,"4,730","23,271",1910.0,2, C7 ,0,2012-05-12
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1717,69,D7, 86 WEST 119TH STREET                      ,10026.0,34,3.0,37,"8,578","68,750",1961.0,2, D7 ,10,2013-05-04
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1723,23,D7, 17 WEST 125TH STREET                      ,10027.0,48,8.0,56,"11,491","46,200",1900.0,2, D7 ,13600000,2013-02-07
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1775,165,D9, 112 EAST 128 STREET                       ,10035.0,157,2.0,159,"52,086","195,842",1980.0,2, D9 ,0,2013-06-27
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1825,139,D6, 108 WEST 116TH STREET                     ,10026.0,8,1.0,9,"2,018","9,240",1900.0,2, D6 ,1915000,2012-09-10
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1913,61,D7, 2167 ADAM C POWELL BLVD                   ,10027.0,55,5.0,60,"7,500","35,292",1910.0,2, D7 ,7150000,2012-11-10
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1915,61,D6, 158 WEST 131 STREET                       ,10027.0,18,2.0,20,"4,592","19,875",1910.0,2, D6 ,0,2013-04-18
