NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES,SALE_DATE
SOHO                     ,22  STORE BUILDINGS                         ,4,488,39,K1, 512 BROOME STREET                         ,10013.0,0,1.0,1,"1,011","1,011",1900.0,4, K1 ,2800000,2013-04-18
SOHO                     ,22  STORE BUILDINGS                         ,4,489,9,K1, 73-75 SULLIVAN STREET                     ,10012.0,0,2.0,2,"5,000","5,000",1965.0,4, K1 ,0,2013-03-28
SOHO                     ,22  STORE BUILDINGS                         ,4,490,23,K9, 206 SPRING STREET                         ,10012.0,0,3.0,3,"2,500","12,400",1915.0,4, K9 ,8000000,2012-11-20
SOHO                     ,22  STORE BUILDINGS                         ,4,497,15,K2, 558 BROADWAY                              ,10012.0,0,1.0,1,"7,987","22,916",1920.0,4, K2 ,0,2013-01-05
SOHO                     ,22  STORE BUILDINGS                         ,4,497,15,K2, 558 BROADWAY                              ,10012.0,0,1.0,1,"7,987","22,916",1920.0,4, K2 ,0,2012-11-30
SOHO                     ,22  STORE BUILDINGS                         ,4,498,23,K2, 529 BROADWAY                              ,10012.0,0,9.0,9,"8,776","17,200",1940.0,4, K2 ,146877097,2012-12-20
SOHO                     ,22  STORE BUILDINGS                         ,4,500,16,K9, 120-124 PRINCE STREET                     ,10012.0,1,1.0,2,"1,729","3,460",1900.0,4, K9 ,0,2013-12-06
SOHO                     ,22  STORE BUILDINGS                         ,4,500,16,K9, 120-124 PRINCE STREET                     ,10012.0,1,1.0,2,"1,729","3,460",1900.0,4, K9 ,19600000,2012-12-21
SOHO                     ,22  STORE BUILDINGS                         ,4,504,5,K1, 176 AVENUE OF THE AMER                    ,10013.0,0,2.0,2,"12,365","5,651",1940.0,4, K1 ,0,2012-08-28
SOHO                     ,22  STORE BUILDINGS                         ,4,504,5,K1, 176 AVENUE OF THE AMER                    ,10013.0,0,2.0,2,"12,365","5,651",1940.0,4, K1 ,8500000,2012-08-28
SOHO                     ,22  STORE BUILDINGS                         ,4,513,31,K2, 151 MERCER STREET                         ,10012.0,0,1.0,1,"2,525","6,400",1920.0,4, K2 ,8500000,2012-12-14
SOHO                     ,22  STORE BUILDINGS                         ,4,513,31,K2, 151 MERCER STREET                         ,10012.0,0,1.0,1,"2,525","6,400",1920.0,4, K2 ,0,2012-12-14
SOHO                     ,22  STORE BUILDINGS                         ,4,516,36,K2, 452 WEST BROADWAY                         ,10012.0,0,1.0,1,665,"1,527",1910.0,4, K2 ,650000,2012-09-28
SOHO                     ,22  STORE BUILDINGS                         ,4,594,36,K1, 45 RENWICK STREET                         ,10013.0,0,1.0,1,"1,492","1,494",1915.0,4, K1 ,0,2012-11-26
SOHO                     ,23  LOFT BUILDINGS                          ,4,233,8,L9, 133 GRAND STREET                          ,10013.0,3,1.0,4,"2,010","7,950",1920.0,4, L9 ,0,2012-12-24
SOHO                     ,23  LOFT BUILDINGS                          ,4,474,14,L8, 53 MERCER STREET                          ,10013.0,2,2.0,4,"2,500","6,851",1900.0,4, L8 ,7400000,2013-01-24
SOHO                     ,23  LOFT BUILDINGS                          ,4,475,13,L9, 497 BROOME STREET                         ,10013.0,0,2.0,2,"1,347","5,000",1900.0,4, L9 ,4900000,2013-01-28
SOHO                     ,23  LOFT BUILDINGS                          ,4,483,14,L8, 518 BROADWAY                              ,10012.0,0,5.0,5,"2,500","11,200",1900.0,4, L8 ,0,2012-11-25
SOHO                     ,23  LOFT BUILDINGS                          ,4,485,5,L8, 66 GREENE STREET                          ,10012.0,4,1.0,5,"2,258","9,738",1900.0,4, L8 ,550000,2013-03-20
SOHO                     ,23  LOFT BUILDINGS                          ,4,485,5,L8, 66 GREENE STREET                          ,10012.0,4,1.0,5,"2,258","9,738",1900.0,4, L8 ,550000,2012-12-24
SOHO                     ,23  LOFT BUILDINGS                          ,4,498,27,L9, 101 SPRING STREET                         ,10012.0,4,2.0,6,"1,875","9,375",1900.0,4, L9 ,0,2012-10-16
SOHO                     ,23  LOFT BUILDINGS                          ,4,515,12,L8, 473 WEST BROADWAY                         ,10012.0,3,2.0,5,"2,500","11,246",1900.0,4, L8 ,9000000,2012-12-20
SOHO                     ,23  LOFT BUILDINGS                          ,4,515,12,L8, 473 WEST BROADWAY                         ,10012.0,3,2.0,5,"2,500","11,246",1900.0,4, L8 ,0,2012-10-11
SOHO                     ,23  LOFT BUILDINGS                          ,4,596,1,L2, 340 WEST STREET                           ,10014.0,0,6.0,6,"213,650","940,000",1933.0,4, L2 ,540829842,2012-12-28
SOHO                     ,23  LOFT BUILDINGS                          ,4,597,10,L3, 92 VANDAM STREET                          ,10013.0,0,5.0,5,"5,716","14,700",1910.0,4, L3 ,21250000,2012-05-12
SOHO                     ,25  LUXURY HOTELS                           ,4,227,52,H2, 27 GRAND STREET                           ,10013.0,0,1.0,1,"9,676","55,479",2008.0,4, H2 ,0,2013-01-05
SOHO                     ,25  LUXURY HOTELS                           ,4,580,15,H2, 64-66 CHARLTON STREET                     ,10014.0,0,1.0,1,"5,145","51,420",2006.0,4, H2 ,0,2013-04-26
SOHO                     ,27  FACTORIES                               ,4,228,20,F1, 325 WEST BROADWAY                         ,10013.0,0,1.0,1,"11,149","39,600",1920.0,4, F1 ,38350000,2012-09-19
SOHO                     ,27  FACTORIES                               ,4,228,20,F1, 325 WEST BROADWAY                         ,10013.0,0,1.0,1,"11,149","39,600",1920.0,4, F1 ,0,2012-08-30
SOHO                     ,28  COMMERCIAL CONDOS                       ,4,231,1103,R5, 54 HOWARD STREET                          ,10013.0,0,1.0,1,0,0,1915.0,4, R5 ,2675000,2013-05-15
SOHO                     ,28  COMMERCIAL CONDOS                       ,4,486,1201,R5, 57 GREENE STREET                          ,10012.0,0,1.0,1,0,0,1900.0,4, R5 ,17250000,2012-06-09
SOHO                     ,28  COMMERCIAL CONDOS                       ,4,491,1205,R5, 246 SPRING STREET                         ,10013.0,0,1.0,1,0,0,2007.0,4, R5 ,721175,2013-02-07
SOHO                     ,28  COMMERCIAL CONDOS                       ,4,491,1220,R5, 246 SPRING STREET                         ,10013.0,0,1.0,1,0,0,2007.0,4, R5 ,3206594,2013-12-03
SOHO                     ,28  COMMERCIAL CONDOS                       ,4,491,1230,R5, 246 SPRING STREET                         ,10013.0,0,1.0,1,0,0,2007.0,4, R5 ,824200,2012-08-20
SOHO                     ,28  COMMERCIAL CONDOS                       ,4,491,1265,R5, 246 SPRING STREET                         ,10013.0,0,1.0,1,0,0,2007.0,4, R5 ,916922,2012-09-13
SOHO                     ,28  COMMERCIAL CONDOS                       ,4,491,1298,R5, 246 SPRING STREET                         ,10013.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2013-12-03
SOHO                     ,28  COMMERCIAL CONDOS                       ,4,595,1001,R5, 490 GREENWICH STREET                      ,10013.0,0,1.0,1,0,0,1930.0,4, R5 ,0,2012-07-12
SOHO                     ,29  COMMERCIAL GARAGES                      ,4,483,35,G6, 432-436 BROOME STREET                     ,10013.0,0,1.0,1,"8,275",0,1954.0,4, G6 ,6181500,2012-11-27
SOHO                     ,29  COMMERCIAL GARAGES                      ,4,483,35,G6, 432 BROOME STREET                         ,10013.0,0,1.0,1,"8,275",0,1954.0,4, G6 ,10,2012-08-22
SOHO                     ,29  COMMERCIAL GARAGES                      ,4,580,52,G1, 82 KING STREET                            ,10014.0,0,1.0,1,"20,325","40,740",1925.0,4, G1 ,56500000,2012-12-28
SOHO                     ,35  INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,504,43,P8, 166-174 AVENUE OF THE AMERIC              ,10012.0,0,2.0,2,"9,740","14,106",1951.0,4, P8 ,765000,2013-07-15
SOHO                     ,41  TAX CLASS 4 - OTHER                     ,4,513,28,Z9, 155 MERCER STREET                         ,10012.0,0,2.0,2,"4,600","18,120",1920.0,4, Z9 ,2997500,2013-03-15
SOHO                     ,41  TAX CLASS 4 - OTHER                     ,4,513,28,Z9, 155 MERCER STREET                         ,10012.0,0,2.0,2,"4,600","18,120",1920.0,4, Z9 ,24252500,2013-03-15
SOUTHBRIDGE              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,107,28,D6, 254 FRONT STREET                          ,10038.0,47,1.0,48,"5,499","31,715",2010.0,2, D6 ,25000000,2013-03-05
SOUTHBRIDGE              ,21  OFFICE BUILDINGS                        ,4,92,32,O5, 19 BEEKMAN STREET                         ,10038.0,0,12.0,12,"4,616","25,039",1925.0,4, O5 ,11200000,2012-12-20
SOUTHBRIDGE              ,22  STORE BUILDINGS                         ,4,92,26,K9, 118 NASSAU STREET                         ,10038.0,0,2.0,2,"1,440","5,832",1900.0,4, K9 ,0,2012-04-09
SOUTHBRIDGE              ,22  STORE BUILDINGS                         ,4,92,28,K9, 122 NASSAU STREET                         ,10038.0,2,2.0,4,"1,390","4,668",1900.0,4, K9 ,2750000,2012-12-20
SOUTHBRIDGE              ,23  LOFT BUILDINGS                          ,4,92,13,L9, 55 ANN STREET                             ,10038.0,0,3.0,3,"1,429","4,862",1920.0,4, L9 ,5151250,2012-12-28
SOUTHBRIDGE              ,23  LOFT BUILDINGS                          ,4,97,8,L8, 108 SOUTH STREET                          ,10038.0,0,2.0,2,"1,314","4,856",1940.0,4, L8 ,1400000,2012-09-08
SOUTHBRIDGE              ,23  LOFT BUILDINGS                          ,4,97,10,L8, 106 SOUTH STREET                          ,10038.0,0,4.0,4,"5,105","22,236",1900.0,4, L8 ,7300000,2012-12-31
SOUTHBRIDGE              ,23  LOFT BUILDINGS                          ,4,97,11,L8, 105 SOUTH STREET                          ,10038.0,0,2.0,2,"2,128","9,034",1940.0,4, L8 ,0,2012-12-31
SOUTHBRIDGE              ,28  COMMERCIAL CONDOS                       ,4,95,1001,R5, 117 BEEKMAN STREET                        ,10038.0,0,1.0,1,0,0,1983.0,4, R5 ,3650000,2013-08-04
SOUTHBRIDGE              ,28  COMMERCIAL CONDOS                       ,4,100,1202,R5, 12 SPRUCE STREET                          ,10038.0,0,1.0,1,0,0,2007.0,4, R5 ,76384010,2012-05-12
SOUTHBRIDGE              ,28  COMMERCIAL CONDOS                       ,4,100,1203,R5, 8 SPRUCE STREET                           ,10038.0,0,1.0,1,0,0,2007.0,4, R5 ,0,2012-05-12
TRIBECA                  ,01  ONE FAMILY HOMES                        ,1,141,18,A4, 321A GREENWICH STREET                     ,10013.0,1,1.0,1,"2,104","10,030",1915.0,1, A4 ,17500000,2013-08-05
TRIBECA                  ,01  ONE FAMILY HOMES                        ,1,180,8,S1, 81 HUDSON STREET                          ,10013.0,1,1.0,2,996,"3,894",1920.0,1, S1 ,5750000,2013-05-02
TRIBECA                  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,142,25,D6, 310 GREENWICH STREET                      ,10013.0,"1,328",21.0,"1,349","186,631","1,970,736",1975.0,2, D6 ,0,2013-05-06
TRIBECA                  ,10  COOPS - ELEVATOR APARTMENTS             ,2C,141,24,D0, 180 DUANE STREET                          ,10013.0,4,1.0,5,"3,192","13,500",1915.0,2, D0 ,0,2013-01-23
TRIBECA                  ,14  RENTALS - 4-10 UNIT                     ,2A,141,27,S3, 174 DUANE STREET                          ,10013.0,3,1.0,4,"2,889","10,728",1910.0,2, S3 ,11500000,2013-05-29
TRIBECA                  ,14  RENTALS - 4-10 UNIT                     ,2A,143,13,S3, 181 DUANE STREET                          ,10013.0,3,1.0,4,"1,020","5,950",1920.0,2, S3 ,0,2012-12-27
TRIBECA                  ,14  RENTALS - 4-10 UNIT                     ,2A,179,47,S5, 23 LEONARD STREET                         ,10013.0,5,1.0,6,"2,298","14,350",1920.0,2, S5 ,6800000,2013-02-07
TRIBECA                  ,14  RENTALS - 4-10 UNIT                     ,2A,193,20,S4, 293 CHURCH STREET                         ,10013.0,4,1.0,5,"1,613","7,100",1910.0,2, S4 ,3300000,2012-10-18
TRIBECA                  ,14  RENTALS - 4-10 UNIT                     ,2A,218,1,S9, 70-72 LAIGHT ST                           ,10013.0,4,2.0,6,"2,611","12,500",1915.0,2, S9 ,0,2013-10-05
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,141,1001,R8, 168 DUANE STREET                          ,10013.0,0,1.0,1,0,0,1910.0,2, R8 ,3200000,2013-07-18
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,144,1002,R8, 42 HUDSON STREET                          ,10013.0,0,1.0,1,0,0,1915.0,2, R8 ,2800000,2012-12-21
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,180,1002,R8, 71 HUDSON STREET                          ,10013.0,0,1.0,1,0,0,1915.0,2, R8 ,2694000,2012-09-19
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,181,1201,R8, 12 HARRISON STREET                        ,10013.0,0,1.0,1,0,0,1920.0,2, R8 ,0,2012-12-26
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,187,1201,R8, 64 NORTH MOORE STREET                     ,10013.0,0,1.0,1,0,0,1910.0,2, R8 ,0,2013-03-28
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,187,1210,R8, 64 NORTH MOORE STREET                     ,10013.0,0,1.0,1,0,0,1910.0,2, R8 ,0,2013-03-28
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,218,1201,R8, 78 LAIGHT STREET                          ,10013.0,0,1.0,1,0,0,2006.0,2, R8 ,1100000,2012-06-09
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,220,1001,R8, 11 VESTRY STREET                          ,10013.0,0,1.0,1,0,0,1890.0,2, R8 ,702500,2012-10-26
TRIBECA                  ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,220,1301,R8, 48 LAIGHT STREET                          ,10013.0,0,1.0,1,0,0,2003.0,2, R8 ,3200000,2013-06-24
TRIBECA                  ,21  OFFICE BUILDINGS                        ,4,144,31,O9, 132 WEST BROADWAY                         ,10013.0,0,1.0,1,"1,263","2,500",1920.0,4, O9 ,0,2012-12-18
TRIBECA                  ,23  LOFT BUILDINGS                          ,4,132,23,L8, 81 WARREN STREET                          ,10007.0,3,1.0,4,"1,869","5,650",1920.0,4, L8 ,3985000,2012-12-18
TRIBECA                  ,23  LOFT BUILDINGS                          ,4,132,25,L8, 77 WARREN STREET                          ,10007.0,1,4.0,5,"1,875","8,675",1905.0,4, L8 ,7600000,2012-12-18
TRIBECA                  ,23  LOFT BUILDINGS                          ,4,193,46,L8, 391 BROADWAY                              ,10013.0,0,5.0,5,"2,500","11,300",1915.0,4, L8 ,8500000,2012-12-26
TRIBECA                  ,23  LOFT BUILDINGS                          ,4,193,47,L8, 385-387 BROADWAY                          ,10013.0,0,10.0,10,"5,088","22,400",1910.0,4, L8 ,11260000,2012-12-21
TRIBECA                  ,23  LOFT BUILDINGS                          ,4,212,18,L9, 52 VARICK STREET                          ,10013.0,9,17.0,26,"13,867","79,642",1900.0,4, L9 ,56000000,2012-12-27
TRIBECA                  ,28  COMMERCIAL CONDOS                       ,4,210,1001,R5, 332 CANAL STREET                          ,10013.0,0,1.0,1,0,0,1910.0,4, R5 ,12550000,2013-06-02
TRIBECA                  ,29  COMMERCIAL GARAGES                      ,4,179,28,G1, 24 LEONARD                                ,10013.0,0,1.0,1,"9,983","37,936",1940.0,4, G1 ,25000000,2012-10-23
TRIBECA                  ,29  COMMERCIAL GARAGES                      ,4,224,21,G2, 445-447 WASHINGTON STREET                 ,10013.0,0,1.0,1,"6,000","7,800",1957.0,4, G2 ,0,2013-06-19
TRIBECA                  ,29  COMMERCIAL GARAGES                      ,4,224,32,G2, 454-456 GREENWICH STREET                  ,10013.0,0,1.0,1,"3,962","4,000",1943.0,4, G2 ,0,2013-06-19
TRIBECA                  ,29  COMMERCIAL GARAGES                      ,4,224,33,G2, 24 DESBROSSES STREET                      ,10013.0,0,1.0,1,"1,000","1,000",1900.0,4, G2 ,0,2013-06-19
TRIBECA                  ,33  EDUCATIONAL FACILITIES                  ,4,142,100,W6, 101 MURRAY STREET                         ,10007.0,0,4.0,4,"39,401","145,525",1984.0,4, W6 ,223000000,2013-07-19
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1390,14,S1, 19 EAST 75TH STREET                       ,10021.0,1,1.0,2,842,"4,742",1901.0,1, S1 ,0,2013-04-26
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1390,14,S1, 19 EAST 75 STREET                         ,10021.0,1,1.0,2,842,"4,742",1901.0,1, S1 ,4052750,2013-04-26
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1390,14,S1, 19 EAST 75 STREET                         ,10021.0,1,1.0,2,842,"4,742",1901.0,1, S1 ,0,2013-04-26
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1390,163,S1, 12 EAST 76TH STREET                       ,10021.0,1,1.0,2,"1,924","7,056",1950.0,1, S1 ,27000000,2013-03-28
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1400,7,S1, 115 EAST 65TH   STREET                    ,10065.0,1,1.0,2,"2,008","7,440",1899.0,1, S1 ,0,2012-08-28
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1400,67,S1, 110 EAST 66TH   STREET                    ,10065.0,1,1.0,2,"2,510","4,300",1901.0,1, S1 ,0,2012-09-11
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1404,29,S1, 159 EAST 69TH   STREET                    ,10021.0,1,1.0,2,"2,510","6,855",1920.0,1, S1 ,0,2012-12-27
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1404,29,S1, 159 EAST 69TH   STREET                    ,10021.0,1,1.0,2,"2,510","6,855",1920.0,1, S1 ,0,2012-12-20
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1405,32,S1, 177 EAST 70 STREET                        ,10021.0,1,1.0,2,"1,255","2,496",1910.0,1, S1 ,0,2013-02-28
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1407,45,S1, 170 EAST 73RD STREET                      ,10021.0,1,1.0,2,"2,554","5,800",1899.0,1, S1 ,10250000,2012-09-10
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES                        ,1,1408,5,S1, 105 EAST 73RD   STREET                    ,10021.0,1,1.0,2,"2,142","8,555",1910.0,1, S1 ,14000000,2012-12-21
UPPER EAST SIDE (59-79)  ,02  TWO FAMILY HOMES                        ,1,1399,58,S2, 860 LEXINGTON AVENUE                      ,10065.0,2,1.0,3,"1,280","6,260",1910.0,1, S2 ,7300000,2013-05-21
UPPER EAST SIDE (59-79)  ,02  TWO FAMILY HOMES                        ,1,1406,12,S2, 127 EAST 71ST   STREET                    ,10021.0,2,1.0,3,"2,043","5,600",1920.0,1, S2 ,8500000,2012-06-11
UPPER EAST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1377,14,C7, 21 EAST 62ND   STREET                     ,10065.0,7,2.0,9,"1,807","5,800",1920.0,2, C7 ,14000000,2013-07-26
UPPER EAST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,2A,1380,46,C5, 52 EAST 66 STREET                         ,10065.0,4,2.0,6,"2,008","5,698",1910.0,2, C5 ,8600000,2012-12-26
UPPER EAST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1381,51,C7, 785 MADISON AVENUE                        ,10065.0,8,1.0,9,"1,500","7,440",1910.0,2, C7 ,17800000,2012-09-08
UPPER EAST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,2B,1387,64,C5, 14 EAST 73RD   STREET                     ,10021.0,7,1.0,8,"2,299","9,505",1910.0,2, C5 ,0,2012-09-26
UPPER EAST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,2,1400,57,C5, 880-882 LEXINGTON AVENUE                  ,10065.0,18,3.0,21,"2,800","8,120",1900.0,2, C5 ,9200000,2012-10-17
